filename	read_id	run_id	channel	start_time	duration	num_events	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	barcode_arrangement	barcode_score	barcode_full_arrangement	front_score	rear_score	front_begin_index	front_foundseq_length	rear_end_index	rear_foundseq_length	kit	variant
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read9_strand.fast5	2a08bff1-f85b-492b-9a3e-b58568adfe1b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	10.91125	4.2505	3357	0.0345	3357	4.216	3357	383	6.236	-0.002	unclassified	39.433963775634766	LWB04_var2	39.433963775634766	27.245283126831055	11	37	82	41	LBW	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read12_strand.fast5	2d64b539-84b3-4eac-babe-e6b1eea79417	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	16.0245	1.6625	1308	0.03125	1308	1.63125	1308	842	13.052	-0.0015	barcode04	84.93333435058594	BC04_var2	84.93333435058594	40.71186447143555	30	56	0	41	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch125_read24_strand.fast5	2efa0aaf-1ba3-4dad-8164-e67440ed0b85	c84e1b3b351694f5ea8585eb5e8d11e136f15159	125	99.92475	5.47275	3777	0.0	3777	5.47275	3777	250	7.825	-0.0021	barcode07	77.13333129882812	BC07_var1	21.86440658569336	77.13333129882812	49	48	10	53	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read12_strand.fast5	390244aa-62e4-4ef6-b156-8b3dd4240a71	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	29.831	3.5735	2718	0.1355	2718	3.438	2718	1511	12.226	-0.0009	barcode02	91.96610260009766	BC02_var1	91.96610260009766	27.799999237060547	25	56	0	30	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read44_strand.fast5	3c931404-45cf-481b-9d08-db38d12e8feb	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	72.67025	1.04325	807	0.0285	807	1.01475	807	448	13.304	-0.0007	barcode02	90.67796325683594	BC02_var2	59.266666412353516	90.67796325683594	60	60	68	58	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read71_strand.fast5	3f0b2c98-6ce2-49c1-b52a-e03bec60fb59	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	78.6435	2.7495	2121	0.0455	2121	2.704	2121	1185	8.754	-0.0007	barcode02	82.47457885742188	BC02_var2	22.66666603088379	82.47457885742188	109	38	6	61	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read10_strand.fast5	448cf3c3-cf42-4561-bb44-1d6b0654fd95	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	18.685	9.23775	7088	0.29825	7088	8.9395	7088	4166	11.68	-0.0006	barcode02	75.03333282470703	BC02_var2	75.03333282470703	14.779661178588867	1	52	119	30	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read50_strand.fast5	46ab92e8-3774-4b66-9508-fa68d99c2b27	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	76.09725	1.1565	853	0.105	853	1.0515	853	477	13.564	-0.0003	barcode03	73.86441040039062	BC03_var2	54.79999923706055	73.86441040039062	1	60	41	57	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read59_strand.fast5	50f44dde-1cf5-41e1-8101-c1c5a2bec35c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	95.01425	1.21225	921	0.06125	921	1.151	921	516	13.781	-0.0009	barcode04	91.53333282470703	BC04_var2	91.53333282470703	52.61016845703125	18	57	0	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read34_strand.fast5	568e9823-15a3-4101-a020-95765e5b66c3	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	67.5995	1.296	954	0.085	954	1.211	954	502	11.124	-0.0027	barcode02	93.62712097167969	BC02_var1	93.62712097167969	29.66666603088379	86	61	30	33	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read94_strand.fast5	61f969f5-10c7-4a32-ae18-9e0aa11188ba	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	105.41975	3.9865	3044	0.15525	3044	3.83125	3044	1819	11.495	-0.0011	barcode02	86.33898162841797	BC02_var1	86.33898162841797	33.93333435058594	28	60	4	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read48_strand.fast5	6ee35b18-e763-4ecd-96e1-5d32f65819ff	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	74.3695	1.3305	1012	0.0	1012	1.3305	1012	255	9.745	-0.0017	barcode05	76.10169219970703	BC05_var2	19.399999618530273	76.10169219970703	4	43	14	50	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read16_strand.fast5	73a9d1dc-d833-46b2-a236-13d03ad04079	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	38.84075	2.89825	2106	0.2565	2106	2.64175	2106	1171	10.89	-0.001	barcode03	70.06779479980469	BC03_var1	70.06779479980469	55.29999923706055	27	51	0	50	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read55_strand.fast5	790001e8-4823-4271-bb32-bef9ed52573f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	81.04325	2.04025	1371	0.28875	1371	1.7515	1371	742	14.005	-0.0009	barcode05	83.93220520019531	BC05_var2	38.33333206176758	83.93220520019531	0	38	13	53	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read61_strand.fast5	7b82ac05-e633-46f9-bf83-26c0d72dbb54	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	64.73175	1.06875	800	0.05175	800	1.017	800	463	11.271	-0.0006	barcode01	93.2203369140625	BC01_var2	29.03333282470703	93.2203369140625	53	62	47	59	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch125_read26_strand.fast5	7e784d27-4a46-44a9-a351-baec44651c12	c84e1b3b351694f5ea8585eb5e8d11e136f15159	125	105.97375	2.79675	2238	0.0	2238	2.79675	2238	1003	11.465	-0.0008	barcode07	60.37288284301758	BC07_var2	19.266666412353516	60.37288284301758	70	45	0	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read5_strand.fast5	817799ed-f0d2-4819-ba27-f513f1e66d01	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	7.66075	1.389	1077	0.05375	1077	1.33525	1077	707	11.629	-0.0013	barcode02	86.54237365722656	BC02_var1	86.54237365722656	34.46666717529297	24	60	0	50	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read32_strand.fast5	8c138c31-3ef7-43c0-9a77-ac05c6d565f1	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	65.59225	1.95725	1520	0.04775	1520	1.9095	1520	834	12.946	-0.0011	barcode02	89.86666870117188	BC02_var2	89.86666870117188	41.72881317138672	28	56	0	35	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read19_strand.fast5	8e39ac2a-c34a-49d6-bff4-1a3e2865aaf4	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	21.15	1.16325	656	0.31375	656	0.8495	656	396	11.741	-0.0014	barcode03	83.7966079711914	BC03_var2	57.66666793823242	83.7966079711914	6	51	95	55	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read26_strand.fast5	99679c8f-04be-4a69-831d-2481e517e6b6	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	58.0995	1.89425	1313	0.2075	1313	1.68675	1313	811	12.621	-0.0008	barcode03	74.23332977294922	BC03_var1	52.779659271240234	74.23332977294922	23	44	15	56	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read31_strand.fast5	9a7a5c7d-baed-4fe2-b324-ddcbc83aa3fd	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	31.0295	1.68575	1263	0.09	1263	1.59575	1263	748	11.478	-0.0015	barcode05	81.18643951416016	BC05_var2	75.0999984741211	81.18643951416016	26	58	14	56	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch124_read30_strand.fast5	a976d03f-6ace-4cd0-9597-9ba7ec995b1d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	124	107.57	1.5535	1127	0.1115	1127	1.442	1127	684	11.962	-0.0027	barcode04	86.50847625732422	BC04_var1	86.50847625732422	41.83333206176758	33	60	19	51	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read33_strand.fast5	ad67978a-c103-40ea-9c20-5811df09a2bd	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	33.703	1.39275	748	0.44325	748	0.9495	748	417	10.969	-0.0007	barcode07	67.69491577148438	BC07_var1	67.69491577148438	33.599998474121094	26	46	52	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read48_strand.fast5	b2807641-7170-4a5d-8499-5c403f3e35b0	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	47.4765	1.7225	1276	0.1225	1276	1.6	1276	740	12.905	-0.0014	barcode01	85.72881317138672	BC01_var1	85.72881317138672	45.733333587646484	25	62	0	46	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read52_strand.fast5	b8e04fac-39ac-44a0-999b-fc149f59d478	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	77.288	1.9545	1437	0.131	1437	1.8235	1437	768	12.944	-0.0006	barcode04	80.4000015258789	BC04_var2	80.4000015258789	46.13559341430664	8	54	0	39	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read77_strand.fast5	bbabae7a-f318-4e2a-aa7f-470c6ef09f1c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	87.38925	2.016	1479	0.05125	1479	1.96475	1479	330	9.71	-0.0015	barcode05	79.52542114257812	BC05_var1	79.52542114257812	12.433333396911621	30	55	16	49	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch128_read15_strand.fast5	c21ad4e6-4c4a-4fd1-a70f-360d8922cd27	c84e1b3b351694f5ea8585eb5e8d11e136f15159	128	15.864	3.27025	2649	0.0	2649	3.27025	2649	1730	9.092	-0.0009	barcode05	73.46666717529297	BC05_var2	73.46666717529297	45.15254211425781	30	60	0	45	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch123_read3_strand.fast5	c42ef4d3-1757-4bf7-9a22-395b5ef0fb49	c84e1b3b351694f5ea8585eb5e8d11e136f15159	123	5.4995	1.06325	0	0.0	0	0.0	0	0	0.0	0.0	unclassified	0.0	n/a	-inf	-inf	-1	0	-1	0	n/a	n/a
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch123_read7_strand.fast5	c5b98254-cc14-4bb5-a67f-f12d8625e87b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	123	8.444	1.1375	808	0.1285	808	1.009	808	450	12.609	-0.0002	barcode01	84.91525268554688	BC01_var1	84.91525268554688	47.766666412353516	25	62	3	49	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read69_strand.fast5	db534bf0-a1a3-449f-8a90-e00830ae239f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	71.00625	7.635	5922	0.2005	5922	7.4345	5922	3481	10.425	-0.0013	unclassified	51.24528121948242	LWB04_var1	51.24528121948242	21.132076263427734	2	50	9	32	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch123_read11_strand.fast5	dc6af01f-c6d9-4ba1-89ac-21ecbc1fa279	c84e1b3b351694f5ea8585eb5e8d11e136f15159	123	12.9435	4.267	3225	0.152	3225	4.115	3225	1802	11.903	-0.0009	barcode05	76.27118682861328	BC05_var1	76.27118682861328	14.133333206176758	29	56	84	43	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch125_read3_strand.fast5	dceae10d-2fab-476e-8c00-7cd911ac0961	c84e1b3b351694f5ea8585eb5e8d11e136f15159	125	5.6965	1.502	930	0.32975	930	1.17225	930	522	11.916	-0.0009	barcode02	88.2033920288086	BC02_var1	88.2033920288086	27.5	65	63	97	51	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read21_strand.fast5	e0366616-90f6-452c-a7ff-c80aac0db0cf	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	22.775	6.145	4849	0.0	4849	6.145	4849	2017	9.888	-0.0012	barcode02	84.03389739990234	BC02_var1	84.03389739990234	22.733333587646484	22	59	0	38	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read9_strand.fast5	e45f265d-0384-43f1-b871-ceaa3a49f572	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	10.52775	1.10375	496	0.47175	496	0.632	496	314	11.34	-0.0024	barcode02	95.15254211425781	BC02_var2	46.86666488647461	95.15254211425781	31	61	49	60	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read37_strand.fast5	e7a6950c-2f74-400d-a359-743645c351cd	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	38.06225	3.95175	3178	0.0	3178	3.95175	3178	1609	10.047	-0.0013	unclassified	55.8983039855957	BC05_var2	28.53333282470703	55.8983039855957	37	47	0	41	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read14_strand.fast5	e8feefb3-dd13-4bb1-a54d-1e86a1348ac1	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	33.916	1.14775	819	0.124	819	1.02375	819	440	13.669	-0.0009	barcode01	94.05128479003906	NB01_var2	4.222222328186035	94.05128479003906	34	34	73	38	NB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch120_read65_strand.fast5	e991bfcf-d3cc-4105-a099-aba91a4ff930	c84e1b3b351694f5ea8585eb5e8d11e136f15159	120	69.13075	1.21025	923	0.0735	923	1.13675	923	383	12.211	-0.0002	barcode03	93.2203369140625	BC03_var2	49.43333435058594	93.2203369140625	5	56	14	59	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read54_strand.fast5	eb96b910-f603-44fb-b97f-f9fb795d72d2	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	51.88375	1.65175	1282	0.0	1282	1.65175	1282	427	12.246	-0.002	barcode02	79.93220520019531	BC02_var2	53.03333282470703	79.93220520019531	23	55	47	60	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch125_read10_strand.fast5	ec51e986-e66b-4227-ac1d-a3ef41dfbbf9	c84e1b3b351694f5ea8585eb5e8d11e136f15159	125	12.9185	5.38375	4231	0.08125	4231	5.3025	4231	2186	9.68	-0.0011	barcode02	80.37287902832031	BC02_var2	48.766666412353516	80.37287902832031	8	60	39	58	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch126_read8_strand.fast5	ef3a550e-48d7-474f-bb65-dfc798319b21	c84e1b3b351694f5ea8585eb5e8d11e136f15159	126	106.647	1.3035	1012	0.02525	1012	1.27825	1012	474	11.063	-0.0011	barcode02	83.72881317138672	BC02_var1	83.72881317138672	44.03333282470703	32	61	15	60	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch122_read24_strand.fast5	f1a0439a-e148-4b6d-84c7-acf8bc6c06e8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	122	54.81275	2.41625	1842	0.09775	1842	2.3185	1842	825	11.27	-0.0003	barcode02	79.23076629638672	NB02_var1	79.23076629638672	13.600000381469727	90	38	4	26	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch127_read5_strand.fast5	f775753e-e4cd-4a0c-b0a4-e85d35f2f99a	c84e1b3b351694f5ea8585eb5e8d11e136f15159	127	7.09975	2.0815	1610	0.0	1610	2.0815	1610	217	8.648	-0.002	unclassified	34.153846740722656	NB01_var2	0.4000000059604645	34.153846740722656	12	39	118	23	NB	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read71_strand.fast5	00f70224-7baf-4c07-b62b-d1c3d828fd8e	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	74.46975	2.33875	1760	0.11575	1760	2.223	1760	755	12.756	-0.0011	unclassified	58.305084228515625	BC03_var2	18.200000762939453	58.305084228515625	14	34	0	42	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read100_strand.fast5	0354e003-add5-4bed-be16-b7ebdbdcacf7	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	94.27375	3.49825	2761	0.008	2761	3.49025	2761	1642	12.138	-0.0006	barcode02	89.4000015258789	BC02_var2	89.4000015258789	49.830509185791016	30	60	17	49	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read75_strand.fast5	0525a479-02f2-4f89-81e3-efa9e0d005d5	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	77.79475	2.10425	1644	0.016	1644	2.08825	1644	979	13.229	-0.0008	unclassified	47.33333206176758	BC03_var1	19.762712478637695	47.33333206176758	15	30	0	38	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read34_strand.fast5	074c8871-f2fa-4b23-af64-5433314beb00	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	29.98775	1.12825	880	0.029	880	1.09925	880	456	12.145	-0.0008	barcode07	67.46666717529297	BC07_var2	67.46666717529297	51.38983154296875	29	57	0	39	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read45_strand.fast5	1667682b-6142-4e05-8a46-cca74dfaa099	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	41.87525	1.95225	1418	0.1435	1418	1.80875	1418	822	12.579	-0.0014	barcode04	79.56666564941406	BC04_var2	79.56666564941406	23.86440658569336	34	60	10	38	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read88_strand.fast5	1b68f49d-af75-42cb-81d1-c719fba50556	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	79.046	5.4205	4316	0.0195	4316	5.401	4316	2624	11.661	-0.0006	unclassified	57.266666412353516	BC05_var2	57.266666412353516	28.576271057128906	25	55	0	40	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch132_read31_strand.fast5	256da6d5-4d34-4b8a-812a-05d9edcd71d0	c84e1b3b351694f5ea8585eb5e8d11e136f15159	132	104.7445	2.43225	1855	0.142	1855	2.29025	1855	886	9.38	-0.0011	unclassified	43.056602478027344	LWB03_var1	16.150943756103516	43.056602478027344	8	41	1	34	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read31_strand.fast5	2926c9d4-de4f-4201-a7cf-df20a4b02882	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	28.52975	1.33125	894	0.18625	894	1.145	894	497	13.284	-0.0008	barcode02	68.46666717529297	BC02_var2	68.46666717529297	62.37288284301758	0	51	0	46	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read82_strand.fast5	3129384f-f90b-42f5-a98b-ab723dc383b4	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	72.9815	1.44425	964	0.2255	964	1.21875	964	548	11.63	-0.0005	barcode06	74.03389739990234	BC06_var2	29.233333587646484	74.03389739990234	73	60	92	55	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read41_strand.fast5	3e46294a-a0fc-46c9-ac4c-332b4d8edfd7	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	40.57725	1.2	776	0.2315	776	0.9685	776	287	9.017	-0.0018	unclassified	48.90565872192383	LWB10_var1	23.962265014648438	48.90565872192383	56	35	84	41	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read13_strand.fast5	403eb847-82d2-4396-a9c3-db5229d0220c	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	12.677	1.82125	1338	0.14425	1338	1.677	1338	832	13.807	-0.0008	barcode03	82.53333282470703	BC03_var2	82.53333282470703	67.59322357177734	29	55	0	46	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read101_strand.fast5	48c38660-8a0a-4d1a-87e5-4ff59996914f	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	94.44125	2.02075	1284	0.40425	1284	1.6165	1284	423	10.638	-0.001	barcode02	89.59322357177734	BC02_var1	89.59322357177734	16.266666412353516	55	55	12	48	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch128_read3_strand.fast5	49b98730-2e6a-4a14-bd33-43c6076cc1af	c84e1b3b351694f5ea8585eb5e8d11e136f15159	128	5.86275	1.1745	916	0.04725	916	1.12725	916	473	7.819	-0.0009	unclassified	37.39622497558594	LWB05_var1	37.39622497558594	13.320755004882812	31	53	1	29	LBW	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read53_strand.fast5	4c706cf7-1ca9-4693-9e5d-f4bd08943c98	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	49.94825	1.305	951	0.119	951	1.186	951	600	11.658	-0.0022	barcode04	78.6440658569336	BC04_var2	74.43333435058594	78.6440658569336	8	56	16	55	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read59_strand.fast5	50b60e11-166c-4c52-9b5e-ec906872dce8	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	63.0235	1.466	1022	0.17625	1022	1.28975	1022	627	13.45	-0.0024	barcode05	77.66666412353516	BC05_var2	77.66666412353516	45.79661178588867	15	51	0	41	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read55_strand.fast5	59200acb-8555-44ac-82b2-3f33af9cbf62	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	56.58275	2.0025	1393	0.2325	1393	1.77	1393	762	11.249	-0.0016	barcode02	64.46666717529297	BC02_var2	64.46666717529297	16.983051300048828	0	45	61	44	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read76_strand.fast5	5f667b99-99ec-4386-9114-8b24bda3a76d	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	67.6595	2.608	2044	0.0	2044	2.608	2044	870	11.387	-0.001	unclassified	51.25423812866211	BC03_var2	28.600000381469727	51.25423812866211	12	36	0	39	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read9_strand.fast5	629f235c-0c08-4a6e-bb5d-2ed9476dc0fe	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	9.1835	2.06125	1205	0.50675	1205	1.5545	1205	577	11.349	-0.0012	unclassified	48.26415252685547	LWB02_var2	48.26415252685547	20.188678741455078	1	36	19	62	LBW	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read29_strand.fast5	6399bfd2-03d0-4760-aa97-2538fcffa958	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	27.41075	1.10575	828	0.06325	828	1.0425	828	470	13.252	-0.0004	barcode04	91.4237289428711	BC04_var1	91.4237289428711	38.96666717529297	32	60	0	43	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read39_strand.fast5	6ad75f7d-2fad-4cca-a3b8-2cfb355f28c5	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	38.971	1.20225	781	0.2255	781	0.97675	781	445	12.608	-0.0013	barcode02	83.62712097167969	BC02_var1	83.62712097167969	48.400001525878906	28	61	0	41	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read42_strand.fast5	8eb836c4-8308-40b0-960b-3d9c736bc007	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	40.6215	1.097	781	0.12475	781	0.97225	781	535	12.533	-0.0008	barcode02	94.35897064208984	NB02_var1	94.35897064208984	4.711111068725586	101	38	24	36	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read13_strand.fast5	8f1bad71-4021-42b0-8534-74d5312d8a6b	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	12.1655	1.06	514	0.409	514	0.651	514	296	13.678	-0.0022	barcode02	83.69230651855469	NB02_var1	83.69230651855469	8.533333778381348	102	35	82	33	NB	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch130_read51_strand.fast5	922a100a-3ff5-4710-8112-d64ab8dc68d1	c84e1b3b351694f5ea8585eb5e8d11e136f15159	130	47.74625	2.1485	1688	0.0275	1688	2.121	1688	1013	12.683	-0.0008	barcode05	85.83050537109375	BC05_var2	60.36666488647461	85.83050537109375	24	50	14	56	BC	var2
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read67_strand.fast5	9242f21b-e353-4b7a-90fb-52cde7a04461	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	72.01525	1.2325	932	0.05325	932	1.17925	932	528	13.579	-0.0003	barcode05	74.16949462890625	BC05_var1	74.16949462890625	58.53333282470703	11	53	0	45	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read49_strand.fast5	9d0a2b94-c649-42fb-bc6c-051bf69c0d88	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	47.53975	2.9165	2295	0.067	2295	2.8495	2295	1329	10.927	-0.0005	barcode04	86.74576568603516	BC04_var1	86.74576568603516	14.899999618530273	30	58	30	39	BC	var1
dnacpc14_20170328_FNFAF04250_MN17734_mux_scan_1D_validation_test1_45344_ch133_read27_strand.fast5	a1d6f764-d794-447a-b046-c190e6dbd551	c84e1b3b351694f5ea8585eb5e8d11e136f15159	133	22.76375	2.742	2021	0.1325	2021	2.6095	2021	1085	11.997	-0.0014	barcode04	76.81356048583984	BC04_var1	76.81356048583984	52.599998474121094	28	54	0	51	BC	var1
